

*******************************************************************************
Ephemeris / WWW_USER Tue May 30 06:02:44 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Mars (499)                      {source: mar097}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODYCENTRIC
*******************************************************************************
Start time      : A.D. 1980-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 2023-Jan-01 00:00:00.0000 UT      
Step-size       : 1440 minutes
*******************************************************************************
Target pole/equ : IAU_MARS                        {West-longitude positive}
Target radii    : 3396.19, 3396.19, 3376.2 km     {Equator_a, b, pole_c}       
Center geodetic : 0.0, 0.0, -6.96E5               {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : IAU_SUN                         {East-longitude positive}
Center radii    : 696000.0, 696000.0, 696000.0 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : None
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : CAL 
Calendar mode   : Gregorian
EOP file        : eop.230528.p230821                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-MAY-28. PREDICTS-> 2023-AUG-20
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass     n.a.    , Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),             delta,     deldot,
*******************************************************************************
$$SOE
 1980-Mar-28 00:00, , ,   171.39578,    5.44915,  1.66099380866801, -0.5456500,
 1980-Mar-29 00:00, , ,   171.79834,    5.26967,  1.66067381588225, -0.5624510,
 1980-Mar-30 00:00, , ,   172.20083,    5.08986,  1.66034412726953, -0.5792256,
 1980-Mar-31 00:00, , ,   172.60325,    4.90972,  1.66000475824824, -0.5959732,
 1980-Apr-01 00:00, , ,   173.00562,    4.72927,  1.65965572471045, -0.6126927,
 1980-Apr-02 00:00, , ,   173.40796,    4.54851,  1.65929704302329, -0.6293836,
 1980-Apr-03 00:00, , ,   173.81026,    4.36745,  1.65892873003074, -0.6460448,
 1980-Apr-04 00:00, , ,   174.21256,    4.18609,  1.65855080305485, -0.6626756,
 1980-Apr-05 00:00, , ,   174.61485,    4.00444,  1.65816327989647, -0.6792753,
 1980-Apr-06 00:00, , ,   175.01715,    3.82251,  1.65776617883644, -0.6958428,
 1980-Apr-07 00:00, , ,   175.41948,    3.64031,  1.65735951863787, -0.7123775,
 1980-Apr-08 00:00, , ,   175.82185,    3.45783,  1.65694331854848, -0.7288784,
 1980-Apr-09 00:00, , ,   176.22426,    3.27509,  1.65651759830191, -0.7453447,
 1980-Apr-10 00:00, , ,   176.62674,    3.09210,  1.65608237811806, -0.7617755,
 1980-Apr-11 00:00, , ,   177.02929,    2.90885,  1.65563767870406, -0.7781701,
 1980-Apr-12 00:00, , ,   177.43193,    2.72536,  1.65518352125660, -0.7945275,
 1980-Apr-13 00:00, , ,   177.83466,    2.54164,  1.65471992746457, -0.8108470,
 1980-Apr-14 00:00, , ,   178.23752,    2.35769,  1.65424691951079, -0.8271277,
 1980-Apr-15 00:00, , ,   178.64049,    2.17351,  1.65376452007298, -0.8433686,
 1980-Apr-16 00:00, , ,   179.04361,    1.98912,  1.65327275232547, -0.8595690,
 1980-Apr-17 00:00, , ,   179.44688,    1.80452,  1.65277163994158, -0.8757279,
 1980-Apr-18 00:00, , ,   179.85031,    1.61971,  1.65226120709556, -0.8918446,
 1980-Apr-19 00:00, , ,   180.25392,    1.43472,  1.65174147846376, -0.9079181,
 1980-Apr-20 00:00, , ,   180.65773,    1.24953,  1.65121247922583, -0.9239475,
 1980-Apr-21 00:00, , ,   181.06173,    1.06416,  1.65067423506720, -0.9399321,
 1980-Apr-22 00:00, , ,   181.46595,    0.87862,  1.65012677218212, -0.9558709,
 1980-Apr-23 00:00, , ,   181.87041,    0.69290,  1.64957011727594, -0.9717630,
 1980-Apr-24 00:00, , ,   182.27510,    0.50703,  1.64900429756614, -0.9876075,
 1980-Apr-25 00:00, , ,   182.68006,    0.32100,  1.64842934078333, -1.0034035,
 1980-Apr-26 00:00, , ,   183.08528,    0.13483,  1.64784527517330, -1.0191501,
 1980-Apr-27 00:00, , ,   183.49079,   -0.05148,  1.64725212949991, -1.0348466,
 1980-Apr-28 00:00, , ,   183.89659,   -0.23793,  1.64664993304734, -1.0504919,
 1980-Apr-29 00:00, , ,   184.30270,   -0.42450,  1.64603871562153, -1.0660851,
 1980-Apr-30 00:00, , ,   184.70914,   -0.61119,  1.64541850755177, -1.0816253,
 1980-May-01 00:00, , ,   185.11591,   -0.79799,  1.64478933969322, -1.0971117,
 1980-May-02 00:00, , ,   185.52303,   -0.98490,  1.64415124342920, -1.1125432,
 1980-May-03 00:00, , ,   185.93052,   -1.17190,  1.64350425067246, -1.1279190,
 1980-May-04 00:00, , ,   186.33839,   -1.35898,  1.64284839386591, -1.1432383,
 1980-May-05 00:00, , ,   186.74664,   -1.54616,  1.64218370598432, -1.1584999,
 1980-May-06 00:00, , ,   187.15530,   -1.73340,  1.64151022053711, -1.1737031,
 1980-May-07 00:00, , ,   187.56438,   -1.92071,  1.64082797157076, -1.1888469,
 1980-May-08 00:00, , ,   187.97389,   -2.10808,  1.64013699366991, -1.2039303,
 1980-May-09 00:00, , ,   188.38385,   -2.29550,  1.63943732195784, -1.2189524,
 1980-May-10 00:00, , ,   188.79427,   -2.48297,  1.63872899209765, -1.2339122,
 1980-May-11 00:00, , ,   189.20516,   -2.67047,  1.63801204029434, -1.2488090,
 1980-May-12 00:00, , ,   189.61653,   -2.85799,  1.63728650329687, -1.2636416,
 1980-May-13 00:00, , ,   190.02841,   -3.04554,  1.63655241839961, -1.2784092,
 1980-May-14 00:00, , ,   190.44081,   -3.23310,  1.63580982344380, -1.2931109,
 1980-May-15 00:00, , ,   190.85373,   -3.42066,  1.63505875682021, -1.3077455,
 1980-May-16 00:00, , ,   191.26720,   -3.60822,  1.63429925747241, -1.3223122,
