

*******************************************************************************
Ephemeris / WWW_USER Tue May 30 06:46:32 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Uranus (799)                    {source: ura116}
Center body name: Sun (10)                        {source: ura116}
Center-site name: BODYCENTRIC
*******************************************************************************
Start time      : A.D. 1980-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 2023-Jan-01 00:00:00.0000 UT      
Step-size       : 1440 minutes
*******************************************************************************
Target pole/equ : IAU_URANUS                      {East-longitude positive}
Target radii    : 25559.0, 25559.0, 24973.0 km    {Equator_a, b, pole_c}       
Center geodetic : 0.0, 0.0, -6.96E5               {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : IAU_SUN                         {East-longitude positive}
Center radii    : 696000.0, 696000.0, 696000.0 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : None
Rel. light bend : Sun                             {source: ura116}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : CAL 
Calendar mode   : Gregorian
EOP file        : eop.230528.p230821                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-MAY-28. PREDICTS-> 2023-AUG-20
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass     n.a.    , Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),             delta,     deldot,
*******************************************************************************
$$SOE
 1980-May-15 00:00, , ,   231.53220,  -18.47417,  18.7489141495516,  0.2983069,
 1980-May-16 00:00, , ,   231.54472,  -18.47736,  18.7490864214434,  0.2982798,
 1980-May-17 00:00, , ,   231.55723,  -18.48055,  18.7492587083607,  0.2983192,
 1980-May-18 00:00, , ,   231.56974,  -18.48374,  18.7494309829358,  0.2982598,
 1980-May-19 00:00, , ,   231.58226,  -18.48693,  18.7496032472278,  0.2982798,
 1980-May-20 00:00, , ,   231.59477,  -18.49011,  18.7497755061240,  0.2982186,
 1980-May-21 00:00, , ,   231.60728,  -18.49330,  18.7499477391872,  0.2982604,
 1980-May-22 00:00, , ,   231.61980,  -18.49649,  18.7501200493642,  0.2984178,
 1980-May-23 00:00, , ,   231.63231,  -18.49967,  18.7502924101151,  0.2984419,
 1980-May-24 00:00, , ,   231.64483,  -18.50286,  18.7504647973720,  0.2985329,
 1980-May-25 00:00, , ,   231.65734,  -18.50604,  18.7506372227554,  0.2985424,
 1980-May-26 00:00, , ,   231.66986,  -18.50922,  18.7508096467595,  0.2985683,
 1980-May-27 00:00, , ,   231.68237,  -18.51240,  18.7509821050899,  0.2986086,
 1980-May-28 00:00, , ,   231.69489,  -18.51558,  18.7511545292671,  0.2984860,
 1980-May-29 00:00, , ,   231.70740,  -18.51876,  18.7513269196554,  0.2985177,
 1980-May-30 00:00, , ,   231.71992,  -18.52194,  18.7514993469715,  0.2985600,
 1980-May-31 00:00, , ,   231.73244,  -18.52512,  18.7516717840896,  0.2985990,
 1980-Jun-01 00:00, , ,   231.74495,  -18.52829,  18.7518442628413,  0.2986615,
 1980-Jun-02 00:00, , ,   231.75747,  -18.53147,  18.7520167409224,  0.2986154,
 1980-Jun-03 00:00, , ,   231.76999,  -18.53465,  18.7521892286079,  0.2987169,
 1980-Jun-04 00:00, , ,   231.78251,  -18.53782,  18.7523617651076,  0.2987283,
 1980-Jun-05 00:00, , ,   231.79503,  -18.54099,  18.7525342722398,  0.2986684,
 1980-Jun-06 00:00, , ,   231.80754,  -18.54417,  18.7527067829151,  0.2987167,
 1980-Jun-07 00:00, , ,   231.82006,  -18.54734,  18.7528793058365,  0.2987263,
 1980-Jun-08 00:00, , ,   231.83258,  -18.55051,  18.7530518672813,  0.2988577,
 1980-Jun-09 00:00, , ,   231.84510,  -18.55368,  18.7532244949961,  0.2988955,
 1980-Jun-10 00:00, , ,   231.85762,  -18.55685,  18.7533971106133,  0.2988857,
 1980-Jun-11 00:00, , ,   231.87014,  -18.56002,  18.7535697605001,  0.2989822,
 1980-Jun-12 00:00, , ,   231.88266,  -18.56318,  18.7537424305376,  0.2989383,
 1980-Jun-13 00:00, , ,   231.89518,  -18.56635,  18.7539150749170,  0.2989254,
 1980-Jun-14 00:00, , ,   231.90770,  -18.56951,  18.7540877037596,  0.2988557,
 1980-Jun-15 00:00, , ,   231.92022,  -18.57268,  18.7542602856355,  0.2988195,
 1980-Jun-16 00:00, , ,   231.93274,  -18.57584,  18.7544329080246,  0.2989491,
 1980-Jun-17 00:00, , ,   231.94526,  -18.57900,  18.7546055697741,  0.2989507,
 1980-Jun-18 00:00, , ,   231.95778,  -18.58217,  18.7547782404763,  0.2990237,
 1980-Jun-19 00:00, , ,   231.97030,  -18.58533,  18.7549509724887,  0.2991072,
 1980-Jun-20 00:00, , ,   231.98283,  -18.58849,  18.7551237305129,  0.2991537,
 1980-Jun-21 00:00, , ,   231.99535,  -18.59165,  18.7552965320077,  0.2992276,
 1980-Jun-22 00:00, , ,   232.00787,  -18.59481,  18.7554693244110,  0.2991203,
 1980-Jun-23 00:00, , ,   232.02039,  -18.59796,  18.7556420738732,  0.2991308,
 1980-Jun-24 00:00, , ,   232.03291,  -18.60112,  18.7558148571723,  0.2991834,
 1980-Jun-25 00:00, , ,   232.04544,  -18.60428,  18.7559876397369,  0.2991627,
 1980-Jun-26 00:00, , ,   232.05796,  -18.60743,  18.7561604410515,  0.2992268,
 1980-Jun-27 00:00, , ,   232.07049,  -18.61059,  18.7563332557285,  0.2992100,
 1980-Jun-28 00:00, , ,   232.08301,  -18.61374,  18.7565060799213,  0.2992978,
 1980-Jun-29 00:00, , ,   232.09553,  -18.61689,  18.7566789636797,  0.2993413,
 1980-Jun-30 00:00, , ,   232.10806,  -18.62004,  18.7568518206716,  0.2992559,
 1980-Jul-01 00:00, , ,   232.12058,  -18.62319,  18.7570246622112,  0.2992951,
 1980-Jul-02 00:00, , ,   232.13311,  -18.62634,  18.7571975198989,  0.2992889,
 1980-Jul-03 00:00, , ,   232.14563,  -18.62949,  18.7573703905596,  0.2993685,
 1980-Jul-04 00:00, , ,   232.15816,  -18.63264,  18.7575433169522,  0.2994334,
 1980-Jul-05 00:00, , ,   232.17068,  -18.63579,  18.7577162451143,  0.2994270,
 1980-Jul-06 00:00, , ,   232.18321,  -18.63893,  18.7578892206294,  0.2995763,
 1980-Jul-07 00:00, , ,   232.19574,  -18.64208,  18.7580622558509,  0.2995958,
 1980-Jul-08 00:00, , ,   232.20826,  -18.64522,  18.7582352751540,  0.2995749,
 1980-Jul-09 00:00, , ,   232.22079,  -18.64837,  18.7584082895643,  0.2995365,
 1980-Jul-10 00:00, , ,   232.23332,  -18.65151,  18.7585812603523,  0.2994649,
 1980-Jul-11 00:00, , ,   232.24584,  -18.65465,  18.7587542360336,  0.2995452,
 1980-Jul-12 00:00, , ,   232.25837,  -18.65779,  18.7589272329352,  0.2995064,
 1980-Jul-13 00:00, , ,   232.27090,  -18.66093,  18.7591002087147,  0.2995277,
 1980-Jul-14 00:00, , ,   232.28343,  -18.66407,  18.7592732405431,  0.2996546,
 1980-Jul-15 00:00, , ,   232.29596,  -18.66721,  18.7594463177581,  0.2997053,
 1980-Jul-16 00:00, , ,   232.30848,  -18.67035,  18.7596194422280,  0.2998032,
 1980-Jul-17 00:00, , ,   232.32101,  -18.67348,  18.7597925879511,  0.2997561,
 1980-Jul-18 00:00, , ,   232.33354,  -18.67662,  18.7599657006148,  0.2997587,
 1980-Jul-19 00:00, , ,   232.34607,  -18.67975,  18.7601388516952,  0.2998283,
