Date,R.A._ICRF,DEC_ICRF,delta,deldot,Opposition,x_ICRF,y_ICRF,z_ICRF,x_Ecl,y_Ecl,z_Ecl,x_Pol,y_Pol,Open,High,Low,Close,Volume
1980-01-01,83.09512,18.56955,0.00257371269456,0.0388995,1,0.0002933064804963,0.0024220244915337,0.0008196131435311,0.0002933064804963,0.0025481874473868,-0.0002114452071295,0.0025650122725868,1.45619669255601,,,,,
1980-01-02,96.89437,19.13946,0.00259692450344,0.0412454,1,-0.0002945014079687,0.0024356351594451,0.0008514500380798,-0.0002945014079687,0.0025733389762163,-0.0001876494358027,0.0025901360129942,1.684743886507822,,,,,
1980-01-03,110.45809,18.70169,0.00262101617566,0.0418313,1,-0.0008677336922218,0.0023260445746424,0.0008404050625924,-0.0008677336922218,0.0024683981356469,-0.0001541903900678,0.0026164768519293,1.9088399047512,,,,,
1980-01-04,123.62836,17.3389,0.00264478051332,0.0400213,1,-0.0013981319682158,0.0021020996821168,0.0007882054868715,-0.0013981319682158,0.002242168907823,-0.0001130024419282,0.0026423653062654,2.128361111782979,,,,,
1980-01-05,136.31147,15.18401,0.00266669689436,0.0353835,1,-0.0018609852518706,0.0017776835056333,0.0006984608596826,-0.0018609852518706,0.0019088245144486,-6.629624234718776e-05,0.0026658726778749,2.343505071414865,,,,,
1980-01-06,148.49306,12.39366,0.00268507543275,0.0277727,1,-0.0022358849945629,0.0013705246389152,0.000576290364983,-0.0022358849945629,0.0014866669171014,-1.6427058231719533e-05,0.0026850251826222,2.554805755611659,,,,,
1980-01-07,160.23101,9.12593,0.00269823429892,0.0173636,1,-0.0025070700620252,0.0009010682921642,0.0004279532320492,-0.0025070700620252,0.0009969440082383,3.4215207185056096e-05,0.0026980173556642,2.7631111618835478,,,,,
1980-01-08,171.63771,5.52749,0.00270468368465,0.0046425,1,-0.0026634854008157,0.0003915182442634,0.000260524121843,-0.0026634854008157,0.0004628414956247,8.328927650741265e-05,0.0027034009562828,2.969537903012922,,,,,
1980-01-09,182.86182,1.73055,0.0027032969594,-0.0096265,3,-0.0026986941037001,-0.0001349070714949,8.163741431537705e-05,-0.0026986941037001,-9.130134234680444e-05,0.0001285637983302,0.0027002381006978,-3.107773877256762,,,,,
1980-01-10,194.07409,-2.14271,0.00269345714656,-0.0244514,2,-0.0026107784405333,-0.000654527237644,-0.0001007046671378,-0.0026107784405333,-0.0006405750453977,0.0001679611443606,0.0026882151056677,-2.900987800541029,,,,,
1980-01-11,205.45696,-5.97093,0.00267517159932,-0.0386727,2,-0.0024023307620107,-0.0011436386236587,-0.0002782816813609,-0.0024023307620107,-0.0011599620536789,0.0001995946635807,0.0026677153251571,-2.6917600676063547,,,,,
1980-01-12,217.19463,-9.62189,0.00264914821451,-0.0510374,2,-0.0020805890837478,-0.0015789457415119,-0.0004427930356185,-0.0020805890837478,-0.0016247873883364,0.0002218135923105,0.0026398456380454,-2.478590509398657,,,,,
1980-01-13,229.45896,-12.94108,0.00261682290495,-0.0602955,2,-0.0016577136284667,-0.0019381204661542,-0.0005860347263944,-0.0016577136284667,-0.0020113020297327,0.0002332633427248,0.002606405633974,-2.2601197257495382,,,,,
1980-01-14,242.38636,-15.74439,0.00258032210338,-0.0653301,2,-0.0011511256859218,-0.0022006242086624,-0.0007001606277499,-0.0011511256859218,-0.0022975411811181,0.0002329728170169,0.0025697832250449,-2.035263639786778,,,,,
1980-01-15,256.04384,-17.82128,0.00254233945052,-0.0653244,2,-0.00058373791165,-0.0023488999776576,-0.0007780802189572,-0.00058373791165,-0.002464576170585,0.0002204636740079,0.0025327624543397,-1.8033619141234196,,,,,
1980-01-16,270.39128,-18.95557,0.00250590850675,-0.0599497,2,1.6185001050097162e-05,-0.0023699597105946,-0.0008140064250982,1.6185001050097162e-05,-0.0024981887175503,0.000195879099056,0.0024982411458374,-1.564317723118898,,,,,
1980-01-17,285.26097,-18.96693,0.00247407052243,-0.0495305,2,0.0006158579340124,-0.0022572376274718,-0.000804128253574,0.0006158579340124,-0.0023908389109981,0.0001601038935445,0.0024688847063459,-1.3186863078032602,,,,,
1980-01-18,300.38134,-17.76342,0.00244947152094,-0.0351105,2,0.0011797652973703,-0.0020123625633779,-0.0007473028091287,0.0011797652973703,-0.0021435665605791,0.0001148345565749,0.0024467782401583,-1.067665306726408,,,,,
1980-01-19,315.45079,-15.38128,0.00243396773692,-0.0183475,2,0.0016724343417602,-0.0016463225876426,-0.0006455883009208,0.0016724343417602,-0.0017672717318236,6.255351920810633e-05,0.0024331637843766,-0.8129625447204539,,,,,
1980-01-20,330.2283,-11.98871,0.00242834806913,-0.0012172,2,0.0020618575110578,-0.0011794848736809,-0.0005044138991933,0.0020618575110578,-0.001282800541444,6.381207770620714e-06,0.0024283396848535,-0.5565528078977983,,,,,
1980-01-21,344.59133,-7.85158,0.00243226734182,0.0144004,4,0.0023228577412178,-0.0006401997986367,-0.0003322657881483,0.0023228577412178,-0.0007195395627552,-5.0191172314256825e-05,0.0024317494254766,-0.300391076463015,,,,,
1980-01-22,358.54023,-3.28116,0.00244441792982,0.0271066,1,0.002439618758787,-6.216955367340384e-05,-0.0001399080912444,0.002439618758787,-0.0001126916746408,-0.0001036335556962,0.0024422201173848,-0.046159517932454,,,,,
1980-01-23,12.16452,1.41169,0.00246288117085,0.0362035,1,0.0024068502974233,0.0005188195666593,6.067589943464682e-05,0.0024068502974233,0.0005001431591665,-0.000150705434075,0.0024582659607674,0.2048840542262957,,,,,
1980-01-24,25.59743,5.94393,0.00248554313506,0.041697,1,0.0022295403708347,0.0010680938010857,0.0002573908373354,0.0022295403708347,0.001082341131644,-0.000188711647265,0.0024783689375132,0.4519439077389294,,,,,
1980-01-25,38.97424,10.07041,0.00251045816555,0.044126,1,0.0019216338581441,0.0015546784338061,0.0004389743542267,0.0019216338581441,0.001601003583513,-0.0002156641875441,0.0025011775545105,0.6946283294699624,,,,,
1980-01-26,52.39883,13.58498,0.00253608551551,0.0443097,1,0.0015041285316512,0.0019530682033267,0.0005956942969393,0.0015041285316512,0.0020288586664412,-0.0002303467253044,0.0025256029236839,0.9328433769385924,,,,,
1980-01-27,65.91877,16.32082,0.00256137756045,0.0430985,1,0.0010030074122163,0.002244223305863,0.000719786698708,0.0010030074122163,0.0023453493732927,-0.0002323089654127,0.0025508209564306,1.1666764889412395,,,,,
1980-01-28,79.51175,18.155,0.00258573856608,0.0411808,1,0.0004472595925428,0.0024159617778707,0.0008056869595936,0.0004472595925428,0.0025370855003432,-0.0002218106240464,0.0025762072857543,1.3963004946411288,,,,,
1980-01-29,93.08897,19.01689,0.00260889419321,0.0389685,1,-0.0001329116595507,0.0024629237498762,0.0008500999967156,-0.0001329116595507,0.0025978387549559,-0.0001997428481049,0.0026012365724777,1.6219141537354682,,,,,
1980-01-30,106.51832,18.89596,0.00263071796451,0.0365618,1,-0.0007076612565656,0.002386222312979,0.0008519598745202,-0.0007076612565656,0.002528206373686,-0.0001675263764449,0.002625378434053,1.843718273620108,,,,,
1980-01-31,119.66206,17.84263,0.00265105785282,0.0337824,1,-0.0012488611637842,0.002192859404512,0.0008122937674468,-0.0012488611637842,0.0023350210952884,-0.000127004004456,0.0026480139202524,2.0619254237353624,,,,,
1980-02-01,132.41476,15.95916,0.00266959783845,0.0302579,1,-0.0017312241981417,0.0018949518314168,0.0007340115472084,-0.0017312241981417,0.0020305573536551,-8.032576387670008e-05,0.0026683891003214,2.2767896191335213,,,,,
1980-02-02,144.7278,13.3828,0.0026857776685,0.0255347,1,-0.0021331745466656,0.0015088184073889,0.0006216390042424,-0.0021331745466656,0.0016315876240873,-2.98305715040586e-05,0.0026856120013168,2.4886464915279416,,,,,
1980-02-03,156.61536,10.26681,0.00269878081679,0.019198,1,-0.002437443516701,0.0010540002875784,0.0004810097647142,-0.002437443516701,0.0011583610495593,2.206079847956016e-05,0.0026986906488599,2.697951732286438,,,,,
1980-02-04,168.14669,6.76505,0.00270758807547,0.0109762,1,-0.0026314038742178,0.0005522846134749,0.0003189491227416,-0.0026314038742178,0.0006335818880786,7.294400782473264e-05,0.002706605319981,2.90531299182197,,,,,
1980-02-05,179.43257,3.02303,0.00271108473146,0.0008205,1,-0.0027071792687348,2.681148539590721e-05,0.0001429754256463,-0.0027071792687348,8.147139382285634e-05,0.0001205124063175,0.0027084049145353,3.1115071648429944,,,,,
1980-02-06,190.6123,-0.82436,0.00270820434221,-0.0110476,3,-0.0026616072610955,-0.0004986976771562,-3.896374786441344e-05,-0.0026616072610955,-0.0004730450906946,0.0001626219204731,0.0027033173824297,-2.965700204924047,,,,,
1980-02-07,201.84332,-4.64967,0.00269809148442,-0.024118,2,-0.0024961394383058,-0.0010005744015723,-0.0002187154081269,-0.0024961394383058,-0.0010050090930361,0.0001973379987449,0.0026908651717525,-2.7588250677055086,,,,,
