Date,R.A._ICRF,DEC_ICRF,delta,deldot,Opposition,x_ICRF,y_ICRF,z_ICRF,x_Ecl,y_Ecl,z_Ecl,x_Pol,y_Pol,Open,High,Low,Close,Volume,Changed,%_Changed,%_Range
1984-09-21,124.19766,24.2991,0.00248190490898,-0.0680275,2,-0.0012713743519412,0.001870934906727,0.0010213039749433,-0.0012713743519412,0.0021228005726899,0.000192813285414,0.0024744039715023,2.110416696535736,0.1211,0.1244,0.1183,0.12,804428032.0,-0.0011000000000000038,-0.9083402146985994,5.156382079458997
1984-09-24,168.23302,10.36147,0.00239431552463,-0.0250781,2,-0.0023057747415595,0.0004803147759855,0.0004306360280333,-0.0023057747415595,0.0006119773295785,0.0002040426934546,0.0023856054599895,2.8821631942955217,0.12,0.1205,0.1188,0.1188,634725760.0,-0.0011999999999999927,-0.999999999999994,1.4309764309764252
1984-09-25,182.124,3.82262,0.00238623113979,-0.0026321,2,-0.0023792865184418,-8.824246467740334e-05,0.0001590848298617,-0.0023792865184418,-1.7680599231741694e-05,0.0001810583112571,0.0023793522102513,-3.134161739464261,0.1183,0.1183,0.1166,0.1166,1338981120.0,-0.001700000000000007,-1.4370245139475968,1.4579759862778792
1984-09-26,195.8199,-2.94854,0.00239134273959,0.0201604,4,-0.0022977208290032,-0.0006510514893749,-0.0001230083262914,-0.0022977208290032,-0.0006462579909583,0.0001461153629047,0.0023868746089631,-2.867415519878387,0.1166,0.1217,0.115,0.115,893131968.0,-0.0015999999999999903,-1.3722126929674017,5.826086956521737
1984-09-27,209.53545,-9.48827,0.00240906707159,0.0406239,1,-0.0020673361233115,-0.0011713316326423,-0.0003971243067881,-0.0020673361233115,-0.0012326427569142,0.0001015743200686,0.0024069247626217,-2.6039373547919857,0.115,0.1155,0.115,0.115,850303168.0,0.0,0.0,0.43478260869565255
1984-09-28,223.46092,-15.36599,0.00243740013238,0.0566043,1,-0.0017059287436971,-0.001616655955654,-0.0006458715412543,-0.0017059287436971,-0.001740165793538,5.049294756775643e-05,0.0024368770727248,-2.346259787854989,0.115,0.115,0.1099,0.1121,1869233280.0,-0.0029,-2.5217391304347823,4.640582347588724
1984-10-01,266.91361,-25.84541,0.00255451162464,0.0700643,1,-0.0001237815005217,-0.0022956581645795,-0.0011136253283527,-0.0001237815005217,-0.0025491998833705,-0.000108571336794,0.0025522033432404,-1.6193152191121178,0.1116,0.1116,0.1094,0.1094,788837632.0,-0.0022000000000000075,-1.9713261648745588,2.010968921389404
1984-10-02,281.43517,-26.42672,0.00259359367818,0.0646446,1,0.0004604713182324,-0.0022764704215153,-0.0011542862524288,0.0004604713182324,-0.0025477694521037,-0.0001535094508734,0.0025890467388573,-1.3919914681319785,0.1105,0.1144,0.1105,0.1105,953880704.0,0.0,0.0,3.529411764705883
1984-10-03,295.51416,-25.58812,0.00262860507904,0.0561874,1,0.0010211832275069,-0.0021395941825934,-0.0011352912451109,0.0010211832275069,-0.0024146321716488,-0.0001905280899284,0.0026216910017206,-1.1706933470698764,0.1121,0.1138,0.1121,0.1121,971083840.0,0.0,0.0,1.5165031222123042
1984-10-04,308.93131,-23.49809,0.00265816141005,0.045956,1,0.001531840267929,-0.0018963091076691,-0.0010598581242793,0.001531840267929,-0.0021614169023047,-0.0002180927551781,0.0026491994322847,-0.954241685286861,0.1133,0.1144,0.1133,0.1133,1004056640.0,0.0,0.0,0.9708737864077703
1984-10-05,321.59433,-20.3701,0.00268156355289,0.0350406,1,0.0019699478912932,-0.001561678895449,-0.000933406353785,0.0019699478912932,-0.0018041000565205,-0.000235183715082,0.0026712303735073,-0.7414821336246707,0.1133,0.1133,0.1105,0.111,786328832.0,-0.0022999999999999965,-2.030008826125328,2.5339366515837076
1984-10-08,355.76906,-6.90861,0.00271524994571,0.005054,1,0.0026881893501142,-0.0001988678076702,-0.0003266066145731,0.0026881893501142,-0.0003123742575928,-0.0002205506944078,0.0027062778236674,-0.1156836447736375,0.111,0.1116,0.111,0.111,385638016.0,0.0,0.0,0.5405405405405436
1984-10-09,6.42889,-1.70148,0.00271575717899,-0.003154,1,0.0026974895118391,0.0003039492624315,-8.063643482354172e-05,0.0026974895118391,0.0002467926987435,-0.0001948865121053,0.0027087554896363,0.0912357777824217,0.111,0.1116,0.1099,0.1099,1011403776.0,-0.0011000000000000038,-0.9909909909909944,1.5468607825295788
1984-10-10,17.05211,3.57769,0.00271174848219,-0.0106296,3,0.0025874832314662,0.0007936469861755,0.0001692182581021,0.0025874832314662,0.0007954680591841,-0.0001604397842135,0.0027069981356294,0.2982586176386796,0.1099,0.1099,0.1066,0.1066,2927766784.0,-0.0032999999999999974,-3.0027297543221088,3.0956848030018738
1984-10-11,27.84446,8.75861,0.00270355985419,-0.0176855,2,0.0023626615330481,0.0012480340767188,0.0004116762183937,0.0023626615330481,0.0013088042945112,-0.000118733668819,0.0027009513511125,0.5058733523536484,0.1066,0.1094,0.106,0.106,1468004992.0,-0.0006000000000000033,-0.5628517823639806,3.207547169811321
1984-10-12,39.0069,13.66029,0.00269133777681,-0.0246482,2,0.0020322001138825,0.00164604846108,0.000635599079449,0.0020322001138825,0.0017630467431108,-7.160941018365423e-05,0.0026903849392341,0.7145981581573723,0.106,0.1066,0.1004,0.1016,2133015552.0,-0.004400000000000001,-4.150943396226416,6.175298804780874
1984-10-15,76.32746,24.59935,0.00262994024627,-0.0463674,2,0.0005652254866243,0.0023234870774656,0.0010947664815252,0.0005652254866243,0.0025672307983021,8.019898047994969e-05,0.0026287171438708,1.35408451410638,0.1071,0.1083,0.1071,0.1071,1952202880.0,0.0,0.0,1.120448179271702
1984-10-16,90.23849,26.21924,0.00260115972007,-0.0531626,2,-9.713126267238784e-06,0.0023335063395342,0.0011492109065991,-9.713126267238784e-06,0.0025980800319756,0.0001261653357388,0.0025980981885549,1.574534887922621,0.1071,0.1077,0.1066,0.1066,951192640.0,-0.0005000000000000004,-0.46685340802987907,1.0318949343339623
1984-10-17,104.69041,26.4687,0.00256878883349,-0.0586459,2,-0.000583149983481,0.002224352275719,0.0011449319286893,-0.000583149983481,0.0024962310497906,0.0001656584253518,0.0025634417015358,1.800292694980961,0.111,0.1116,0.111,0.111,1262462720.0,0.0,0.0,0.5405405405405436
1984-10-18,119.39214,25.22519,0.00253387666867,-0.0617767,2,-0.0011249980050915,0.0019971903843678,0.0010798800994364,-0.0011249980050915,0.0022619379522483,0.000196334308639,0.0025262588567447,2.032329899535331,0.1144,0.115,0.1144,0.1144,1980695680.0,0.0,0.0,0.5244755244755274
1984-10-19,134.03209,22.47768,0.00249811158174,-0.0614107,2,-0.001604427991876,0.0016595727077505,0.0009550867611886,-0.001604427991876,0.0019025398474526,0.0002161351951044,0.0024887440712658,2.271392769936061,0.1144,0.1222,0.1138,0.1144,2614883840.0,0.0,0.0,7.381370826010548
1984-10-22,176.024,6.84647,0.00241113379963,-0.0313415,2,-0.0023881785867355,0.0001659924948909,0.0002874295204319,-0.0023881785867355,0.0002666279987831,0.0001976834536341,0.002403016323681,3.0304081678389,0.1144,0.1161,0.1133,0.1133,920370304.0,-0.0011000000000000038,-0.9615384615384649,2.4713150926743133
1984-10-23,189.55131,0.18394,0.00239842414931,-0.0121238,2,-0.0023651635694695,-0.0003979703543047,7.699788430625602e-06,-0.0023651635694695,-0.0003620678905495,0.0001653678695524,0.0023927164202456,-2.9896882764876,0.1161,0.1172,0.1161,0.1161,1493809792.0,0.0,0.0,0.947459086993974
1984-10-24,203.16217,-6.53598,0.00239755959223,0.0093038,2,-0.0021899781602939,-0.0009369147527855,-0.0002729073134644,-0.0021899781602939,-0.0009681587959333,0.0001222955501494,0.0023944385138707,-2.7253394270975733,0.1172,0.1183,0.1172,0.1172,1341669120.0,0.0,0.0,0.9385665529010271
1984-10-25,217.07348,-12.86004,0.00240912439199,0.0304881,4,-0.0018739373465876,-0.0014158846673382,-0.0005361993714486,-0.0018739373465876,-0.0015123366578031,7.125300421911797e-05,0.0024080704610685,-2.4625756001965167,0.1172,0.1172,0.1127,0.1127,1271422720.0,-0.004500000000000004,-3.8395904436860104,3.9929015084294623
1984-10-26,231.43316,-18.34613,0.00243224749728,0.0489407,1,-0.0014392577908193,-0.0018050687219988,-0.0007655663318432,-0.0014392577908193,-0.0019606429741507,1.562137970913171e-05,0.0024321973317395,-2.2040268910596232,0.1127,0.1127,0.1094,0.1099,921445504.0,-0.002799999999999997,-2.4844720496894386,3.0164533820840926
1984-10-29,276.45359,-26.55208,0.0025451493549,0.072518,1,0.0002558983287642,-0.0022622814237902,-0.0011377099998053,0.0002558983287642,-0.0025281576482754,-0.0001439450921347,0.0025410755693599,-1.4699206002048617,0.1105,0.111,0.1105,0.1105,411263584.0,0.0,0.0,0.4524886877828058
1984-10-30,291.12374,-26.16086,0.00258625323171,0.0689778,1,0.0008365639107624,-0.0021653343112413,-0.0011402604624827,0.0008365639107624,-0.0024402249201142,-0.000184848427079,0.0025796388967328,-1.24053000673764,0.1116,0.1127,0.1116,0.1116,599781824.0,0.0,0.0,0.9856630824372669
1984-10-31,305.07414,-24.38932,0.002623986674,0.0610504,1,0.0013732786194079,-0.0019558536875658,-0.0010835350717173,0.0013732786194079,-0.0022254661354127,-0.0002161304673975,0.0026150704935798,-1.0179164879165596,0.1116,0.1127,0.111,0.111,490828320.0,-0.0006000000000000033,-0.5376344086021534,1.5315315315315254
1984-11-01,318.159,-21.48236,0.00265618384596,0.0500313,1,0.001841383639131,-0.0016487595424103,-0.0009727337191596,0.001841383639131,-0.0018996385153551,-0.0002366271921366,0.0026456228369668,-0.8009688191884229,0.1116,0.1127,0.1116,0.1116,376319616.0,0.0,0.0,0.9856630824372669
1984-11-02,330.39433,-17.69424,0.00268144389098,0.0372448,1,0.002221078391936,-0.0012620388827902,-0.0008149907825702,0.002221078391936,-0.0014820827088309,-0.0002457294478344,0.0026701607402815,-0.5884275720876152,0.1116,0.1121,0.1105,0.111,225074976.0,-0.0006000000000000033,-0.5376344086021534,1.4479638009049811
1984-11-05,3.58258,-3.18897,0.00271205220028,-0.0006856,1,0.0027025608065309,0.0001692058004844,-0.000150869550038,0.0027025608065309,9.523086251664802e-05,-0.0002057262911506,0.0027042381237925,0.0352226957030469,0.111,0.1133,0.1105,0.1105,843314368.0,-0.0005000000000000004,-0.4504504504504509,2.5339366515837076
1984-11-06,14.18144,2.10754,0.00270867430978,-0.0107088,3,0.0026243504064807,0.0006631582710293,9.961208777962142e-05,0.0026243504064807,0.0006480592613789,-0.0001723967929153,0.0027031825432727,0.2420973760788656,0.1172,0.1177,0.1172,0.1172,1808484736.0,0.0,0.0,0.42662116040955667
1984-11-07,24.92032,7.36537,0.00270004097532,-0.018876,2,0.0024284484202501,0.0011282952211537,0.0003461349917493,0.0024284484202501,0.0011728752418732,-0.0001312372111577,0.0026968496552115,0.4499335331098185,0.1172,0.1177,0.115,0.115,1856151936.0,-0.0021999999999999936,-1.8771331058020424,2.347826086956516
1984-11-08,36.0141,12.40799,0.00268721457075,-0.0252607,2,0.0021228429263589,0.0015431339857387,0.0005774058895756,0.0021228429263589,0.0016454766386933,-8.406361146942511e-05,0.0026858993760894,0.6593905167553638,0.115,0.115,0.1105,0.1105,708376896.0,-0.004500000000000004,-3.9130434782608727,4.072398190045252
1984-11-09,47.65807,17.03391,0.00267115191747,-0.0301437,2,0.0017202374754175,0.0018877391768814,0.000782480922732,0.0017202374754175,0.0020432198744906,-3.298694983168199e-05,0.0026709482262568,0.8710090560099562,0.1105,0.111,0.1027,0.1038,2356119296.0,-0.006699999999999998,-6.063348416289591,8.081791626095425
1984-11-12,86.96821,26.03386,0.00260988346418,-0.0398149,2,0.0001240308804365,0.0023417888885211,0.0011454836702884,0.0001240308804365,0.002604196513825,0.0001194510555821,0.0026071484694816,1.5232049776220655,0.1077,0.1083,0.1077,0.1077,911768704.0,0.0,0.0,0.5571030640668426
1984-11-13,101.33325,26.62211,0.00258614258968,-0.0423622,2,-0.0004543358979718,0.0022668818522491,0.0011588611020801,-0.0004543358979718,0.0025407918810704,0.0001615209059459,0.0025810936618222,1.747742818365842,0.1077,0.1099,0.1049,0.1049,1018930112.0,-0.002800000000000011,-2.599814298978654,4.766444232602483
1984-11-14,115.90788,25.74301,0.0025610262602,-0.0445271,2,-0.0010079205307343,0.0020750040702584,0.001112344289134,-0.0010079205307343,0.0023462441264899,0.0001951671285578,0.002553578919353,1.9765474192594856,0.106,0.1071,0.106,0.106,840626368.0,0.0,0.0,1.0377358490566073
1984-11-15,130.36079,23.39576,0.00253487554662,-0.0458433,2,-0.0015066175719909,0.0017727261537995,0.0010065483159069,-0.0015066175719909,0.0020268263349505,0.0002183404144244,0.0025254547115877,2.210020274622777,0.106,0.1071,0.106,0.106,858725568.0,0.0,0.0,1.0377358490566073
1984-11-16,144.4519,19.69493,0.00250838047093,-0.0455823,2,-0.0019214967198626,0.0013730255779115,0.0008453541890241,-0.0019214967198626,0.0015959888830715,0.0002294393767689,0.0024978651203239,2.448471599962151,0.106,0.1077,0.1032,0.1038,1326078720.0,-0.0021999999999999936,-2.0754716981132013,4.360465116279073
1984-11-19,184.43049,2.79049,0.00244077985115,-0.0272268,2,-0.0024306007252104,-0.0001883256908308,0.0001188268932494,-0.0024306007252104,-0.0001255188519782,0.0001839331785847,0.0024338395320142,-3.089997403525564,0.1038,0.1043,0.0976,0.0976,1864036608.0,-0.006199999999999997,-5.9730250481695535,6.8647540983606525
1984-11-20,197.54707,-3.76277,0.00242874868356,-0.0138733,2,-0.0023107460277073,-0.000730663024403,-0.0001593879170434,-0.0023107460277073,-0.000733771116122,0.0001444053755035,0.002424451949497,-2.8341161815891347,0.101,0.1016,0.101,0.101,2111153152.0,0.0,0.0,0.5940594059405836
1984-11-21,210.97032,-10.16801,0.00242531022555,0.0023349,2,-0.0020468827755312,-0.0012284485784985,-0.0004281526402767,-0.0020468827755312,-0.0012973888914114,9.5826185529209e-05,0.0024234163968093,-2.5766642646998896,0.1032,0.1038,0.1032,0.1032,1437720192.0,0.0,0.0,0.5813953488372126
1984-11-23,239.5027,-20.86626,0.00244817636177,0.036858,1,-0.0011609575638043,-0.0019711272391542,-0.000872010573582,-0.0011609575638043,-0.0021553397670611,-1.5985052382984062e-05,0.0024481241750429,-2.0648779586253165,0.1043,0.1077,0.1043,0.106,1098674176.0,0.0016999999999999932,1.6299137104506165,3.2598274209012463
1984-11-26,285.30033,-26.5261,0.00254368683267,0.0663555,1,0.0006005654064945,-0.0021952477141838,-0.0011360243697172,0.0006005654064945,-0.0024659849125826,-0.0001690630241527,0.0025380623311028,-1.3319070581134775,0.1071,0.1071,0.1071,0.1071,814463168.0,0.0,0.0,0.0
1984-11-27,299.92798,-25.23278,0.00258213934941,0.065906,1,0.0011653364889734,-0.002024294041491,-0.0011007579755887,0.0011653364889734,-0.0022951098121954,-0.000204708175711,0.0025740120789476,-1.1009698686141245,0.1099,0.111,0.1099,0.1099,1028248640.0,0.0,0.0,1.0009099181073737
1984-11-28,313.6625,-22.64591,0.0026188523051,0.0604434,1,0.0016686800958345,-0.0017484636357745,-0.0010083496655759,0.0016686800958345,-0.0020052824436353,-0.0002296441920471,0.0026087642555406,-0.8767614407274912,0.1155,0.1183,0.1155,0.1155,3286883072.0,0.0,0.0,2.4242424242424216
1984-11-29,326.431,-19.05725,0.00265116530002,0.0508443,1,0.0020879359544409,-0.0013855935641992,-0.0008656392857494,0.0020879359544409,-0.0016155887307278,-0.0002430513347592,0.002640000662254,-0.6585431161609773,0.1155,0.1155,0.1133,0.1133,1399729792.0,-0.0022000000000000075,-1.904761904761911,1.9417475728155407
1984-11-30,338.3289,-14.74129,0.00267701272025,0.038261,1,0.0024059118513523,-0.0009560231683984,-0.0006811791022835,0.0024059118513523,-0.0011480915507345,-0.0002446856330771,0.0026658068282127,-0.4452385629819586,0.1133,0.1144,0.1099,0.1105,875032768.0,-0.002799999999999997,-2.4713150926743133,4.094631483166519
1984-12-03,10.9213,0.46905,0.0027057621369,-0.0049435,1,0.0026566672886464,0.0005126178102424,2.215038464001677e-05,0.0026566672886464,0.0004791285949972,-0.0001835849895102,0.0026995268646761,0.1784314410832341,0.1105,0.111,0.1088,0.1088,791525632.0,-0.001700000000000007,-1.5384615384615448,2.022058823529419
1984-12-04,21.56965,5.74776,0.00269919836537,-0.0174472,3,0.0024975570774944,0.0009873227586121,0.0002703224567063,0.0024975570774944,0.0010133790440512,-0.0001447182550718,0.0026953160189975,0.3854517948032761,0.111,0.1133,0.111,0.111,970546240.0,0.0,0.0,2.072072072072069
1984-12-05,32.51866,10.87261,0.00268605848005,-0.0276175,2,0.002224270859199,0.0014180354275306,0.0005066604676056,0.002224270859199,0.0015025600454731,-9.920994362603804e-05,0.0026842256882263,0.594113173230898,0.1166,0.1166,0.1166,0.1166,2107031424.0,0.0,0.0,0.0
1984-12-06,43.99584,15.65931,0.00266783041988,-0.0350198,2,0.0018479770909485,0.0017843114530477,0.0007200919796031,0.0018479770909485,0.0019235098996343,-4.908652131834466e-05,0.0026673787999948,0.8054228148734668,0.1222,0.1228,0.1222,0.1222,2544637440.0,0.0,0.0,0.49099836333879154
1984-12-07,56.19294,19.88596,0.0026461641364,-0.0395302,2,0.0013845281976656,0.0020676323505281,0.0009000904230618,0.0013845281976656,0.0022550510005376,3.360299447389189e-06,0.0026461620028178,1.020169803728194,0.1222,0.1267,0.1211,0.1217,3963899904.0,-0.0005000000000000004,-0.40916530278232444,4.624277456647405
1984-12-10,97.57644,26.58145,0.00257577168816,-0.0388255,2,-0.0003037150689712,0.0022834004320559,0.0011525794607284,-0.0003037150689712,0.0025534486904791,0.0001491869012235,0.0025714476580381,1.6891832131043891,0.1217,0.1217,0.1194,0.1194,899583104.0,-0.0022999999999999965,-1.8898931799506955,1.9262981574539335
1984-12-11,112.36456,26.05878,0.00255418626923,-0.0358229,2,-0.0008730679240774,0.0021219459983334,0.0011220361304461,-0.0008730679240774,0.0023931676982566,0.0001853868007472,0.0025474495543644,1.9206095626382995,0.1194,0.1211,0.1177,0.1177,992946240.0,-0.001700000000000007,-1.4237855946398719,2.8887000849617674
1984-12-12,127.0476,24.01969,0.00253446327826,-0.0324566,2,-0.0013947330656616,0.0018476775560635,0.0010316547063904,-0.0013947330656616,0.0021055796518532,0.0002115611356085,0.0025256179431474,2.1558383086901616,0.1177,0.1177,0.1138,0.1138,882021568.0,-0.0039000000000000007,-3.313508920985557,3.4270650263620395
1984-12-13,141.30725,20.58624,0.00251670136597,-0.0290635,2,-0.0018388764406285,0.0014728358359186,0.0008849145732839,-0.0018388764406285,0.0017032992221431,0.0002260330980702,0.0025065304315032,2.3944509413998465,0.115,0.1172,0.115,0.115,543154688.0,0.0,0.0,1.9130434782608638
1984-12-14,154.99898,15.98601,0.00250089426904,-0.0256628,2,-0.0021789108810615,0.0010160900549742,0.000688752871131,-0.0021789108810615,0.0012062145169142,0.0002277412050863,0.0024905031797656,2.6360004600429323,0.115,0.1188,0.115,0.1177,778444032.0,0.002699999999999994,2.347826086956516,3.3043478260869543
1984-12-17,193.66404,-1.8946,0.00246726402656,-0.0114872,2,-0.0023961238763946,-0.0005825190578224,-8.157017225658579e-05,-0.0023961238763946,-0.0005668975651784,0.0001568735042097,0.0024622718128659,-2.90927498651509,0.1205,0.1217,0.1205,0.1205,1011045376.0,0.0,0.0,0.9958506224066445
1984-12-18,206.53829,-8.17248,0.0024627795967,-0.0037193,2,-0.0021809159707707,-0.0010891849802796,-0.0003500927721222,-0.0021809159707707,-0.0011385666086624,0.0001120488643318,0.0024602293376682,-2.6604540512716293,0.1278,0.1283,0.1278,0.1278,2724912640.0,0.0,0.0,0.39123630672926485
1984-12-19,219.85359,-14.04956,0.00246333681524,0.0059462,4,-0.0018344963055275,-0.0015313538991295,-0.0005980023461019,-0.0018344963055275,-0.0016428614162773,6.048088317779177e-05,0.0024625942272503,-2.4112481419627785,0.1278,0.1283,0.1228,0.1228,2547504640.0,-0.0049999999999999906,-3.9123630672926373,4.478827361563511
1984-12-20,233.80592,-19.15842,0.00246993557128,0.0170906,1,-0.001377769781507,-0.0018828918546568,-0.0008105864661508,-0.001377769781507,-0.0020499522815367,5.272462663767066e-06,0.0024699299438266,-2.1625499845623497,0.1228,0.125,0.1222,0.1222,1123045248.0,-0.0006000000000000033,-0.4885993485342046,2.2913256955810124
1984-12-21,248.44905,-23.13371,0.00248318935211,0.0288056,1,-0.0008388008926623,-0.0021238796028811,-0.0009755910277194,-0.0008388008926623,-0.0023366892531281,-5.025689223300172e-05,0.002482680729215,-1.9154396109804463,0.1222,0.1228,0.1194,0.1205,994200640.0,-0.001700000000000007,-1.3911620294599076,2.8475711892797317
1984-12-24,293.98891,-25.87691,0.00255882385307,0.0545305,1,0.0009360064520009,-0.0021034005067166,-0.0011167711230133,0.0009360064520009,-0.0023740582422339,-0.0001879332204093,0.0025519131285579,-1.1952442620630672,0.1228,0.1233,0.1228,0.1228,541721088.0,0.0,0.0,0.407166123778502
1984-12-26,321.63629,-20.43293,0.00262288964649,0.0534754,1,0.0019271764567023,-0.0015254747976046,-0.0009156787888061,0.0019271764567023,-0.0017638318261248,-0.0002333201481771,0.0026124914939802,-0.7411722751478942,0.1233,0.1244,0.1233,0.1233,547455488.0,0.0,0.0,0.8921330089213219
1984-12-27,334.0383,-16.27888,0.0026519674067,0.0465472,1,0.0022887574078176,-0.0011144082986974,-0.0007433806549494,0.0022887574078176,-0.0013181494244434,-0.0002387524852193,0.0026411982843021,-0.5225281188005628,0.1239,0.1244,0.1239,0.1239,790988032.0,0.0,0.0,0.4035512510088785
1984-12-28,345.63187,-11.5464,0.00267596156733,0.0359992,1,0.002539801307222,-0.0006506044919864,-0.0005356243316611,0.002539801307222,-0.0008099770331425,-0.0002326302547864,0.002665830728757,-0.308717095942511,0.1239,0.1289,0.1233,0.1283,1330917120.0,0.004400000000000001,3.5512510088781286,4.5417680454176645
1984-12-31,17.8931,4.08479,0.00270199880198,-0.0074882,1,0.0025647751136262,0.0008280587109088,0.0001924705528458,0.0025647751136262,0.0008362894296746,-0.0001527944116755,0.0026976751831275,0.3151969793359366,0.13,0.1306,0.13,0.13,1669604736.0,0.0,0.0,0.4615384615384534
1985-01-02,39.86216,14.12842,0.00267690221905,-0.0346957,2,0.0019926053693089,0.0016638419265527,0.0006534212852371,0.0019926053693089,0.0017864611931983,-6.233568602442136e-05,0.0026761763306259,0.7309032054119052,0.13,0.13,0.1244,0.1244,1405105792.0,-0.005600000000000008,-4.307692307692314,4.501607717041807
1985-01-03,51.72603,18.53747,0.0026538798667,-0.0444733,2,0.0015585819474296,0.0019753514517446,0.0008437341418434,0.0015585819474296,0.002147967692617,-1.1638363087732202e-05,0.0026538543470545,0.9430899056403804,0.1267,0.13,0.1267,0.1267,1336651520.0,0.0,0.0,2.6045777426992873
1985-01-04,64.43363,22.23777,0.00262622351197,-0.0506467,2,0.0010490653178177,0.0021928703937185,0.0009938970420162,0.0010490653178177,0.0024072687823518,3.9609383868840814e-05,0.0026259247954832,1.1598214868969332,0.1267,0.1272,0.125,0.1267,1101003776.0,0.0,0.0,1.760000000000006
1985-01-07,107.48127,26.35961,0.00253788522748,-0.0457127,2,-0.0006830985560278,0.0021689839263431,0.001126830296841,-0.0006830985560278,0.0024382311658416,0.0001710747571448,0.0025321127256362,1.843954803517156,0.1267,0.1272,0.1261,0.1261,1370340992.0,-0.0006000000000000172,-0.4735595895817026,0.872323552735938
1985-01-08,122.55354,24.72697,0.00251368257541,-0.0377454,2,-0.0012285648269894,0.0019244896316549,0.0010514600389254,-0.0012285648269894,0.0021839314643919,0.0001991780977996,0.0025057789557893,2.0832217447746326,0.1261,0.1272,0.125,0.125,1128958848.0,-0.0010999999999999899,-0.8723235527359159,1.760000000000006
1985-01-09,137.3054,21.57737,0.00249458246309,-0.0282419,2,-0.0017049786223923,0.0015730114961221,0.0009174008913276,-0.0017049786223923,0.001808130910406,0.0002159911414285,0.0024852141742675,2.3268408196886887,0.1283,0.13,0.1283,0.1283,1338085120.0,0.0,0.0,1.3250194855806758
1985-01-10,151.47449,17.13493,0.00248113168523,-0.0183684,2,-0.0020831742019406,0.0011322725231823,0.0007309983700854,-0.0020831742019406,0.0013296141431627,0.0002202859825837,0.0024713333496979,2.573512314350687,0.1339,0.1345,0.1339,0.1339,2223511296.0,0.0,0.0,0.4480955937266745
